t,attack_active,innovation_norm,nis,anis,nis_alarm,anis_alarm,p_trace,invert_ok,filt_x,filt_y,filt_z,true_x,true_y,true_z,spoof_error
99,0,8.090496,0.000000,0.000000,0,0,22.578006,1,4180411.8248,851773.6889,4726067.5394,4180412.3328,851775.8783,4726065.6176,7.4956
100,0,10.636481,0.000000,0.000000,0,0,22.578007,1,4180410.6158,851771.6901,4726067.6877,4180411.6027,851775.7295,4726066.2858,12.1556
101,0,10.451665,0.000000,0.000000,0,0,22.578006,1,4180408.9976,851772.7467,4726067.9953,4180410.8725,851775.5807,4726066.9539,7.2790
102,0,4.659411,0.000000,0.000000,0,0,22.578006,1,4180408.4245,851771.5977,4726068.7885,4180410.1424,851775.4320,4726067.6221,7.4665
103,0,15.683740,0.000000,0.000000,0,0,22.578005,1,4180406.1198,851772.0924,4726071.1948,4180409.4123,851775.2832,4726068.2902,16.9014
104,0,13.582680,0.000000,0.000000,0,0,22.578004,1,4180404.6501,851773.1217,4726073.5107,4180408.6821,851775.1344,4726068.9584,15.8858
105,0,9.286900,0.000000,0.000000,0,0,22.578003,1,4180404.1949,851774.2899,4726073.9525,4180407.9520,851774.9857,4726069.6265,5.7230
106,0,18.129420,0.000000,0.000000,0,0,22.578002,1,4180403.4739,851772.4986,4726072.8586,4180407.2219,851774.8369,4726070.2946,14.9732
107,0,14.759197,0.000000,0.000000,0,0,22.578000,1,4180401.8734,851774.8476,4726073.6374,4180406.4917,851774.6881,4726070.9628,14.2780
108,0,16.564914,0.000000,0.000000,0,0,22.577999,1,4180401.5701,851773.5705,4726076.3313,4180405.7616,851774.5394,4726071.6309,18.5192
109,0,10.325849,0.000000,0.000000,0,0,22.577998,1,4180400.3529,851774.9659,4726078.0356,4180405.0315,851774.3906,4726072.2991,14.3795
110,0,9.340471,0.000000,0.000000,0,0,22.577997,1,4180400.3235,851774.2586,4726078.1564,4180404.3014,851774.2418,4726072.9672,3.3703
111,0,12.090204,0.000000,0.000000,0,0,22.577996,1,4180398.9777,851774.7816,4726080.5824,4180403.5712,851774.0931,4726073.6354,18.4009
112,0,17.606499,0.000000,0.000000,0,0,22.577995,1,4180399.7179,851775.5916,4726079.7221,4180402.8411,851773.9443,4726074.3035,9.8239
113,0,13.221875,0.000000,0.000000,0,0,22.577994,1,4180399.7985,851774.4118,4726079.2750,4180402.1110,851773.7955,4726074.9716,7.0132
