counter,mode,seed,alpha,beta,residual_mean,residual_std
hpmcounter5,jump,test_seed_6,0.09805646166404124,-0.0022321584049645325,-7.019966891100646e-17,0.08204801077803299
hpmcounter5,jump,test_seed_7,-0.319152499957571,-0.0010313530394444358,1.19034221196924e-16,0.11360923873092829
hpmcounter5,jump,test_seed_8,-0.9868595431439913,-0.003983003974355288,8.011918734408346e-17,0.07297089779276472
hpmcounter5,jump,test_seed_9,-0.4335281837894651,-0.004502532276496301,-3.17424589858464e-16,0.1126153061974138
hpmcounter5,replay,test_seed_1,-1.2089093292557165,-0.000902453962926645,1.4345149733988278e-16,0.10676066620778583
hpmcounter5,replay,test_seed_10,-0.4336050102581803,-0.0011335599192451814,1.1216686228171684e-16,0.13176482474605306
hpmcounter5,replay,test_seed_11,-0.37057665528762734,0.0006061060942841,1.5260797589349232e-17,0.13642257503025548
hpmcounter5,replay,test_seed_12,-0.5344793613489867,0.0014466072360002477,1.476482166769538e-16,0.05125009776893661
hpmcounter5,replay,test_seed_13,0.7218416464288184,-0.0005407568652958332,6.562142963420169e-17,0.10999390606558172
hpmcounter5,replay,test_seed_14,-1.8449957458451676,0.0016816627029122646,-9.461694505396523e-17,0.08783485093933084
hpmcounter5,replay,test_seed_15,0.1798381382365151,-0.0014579022060976212,-1.2971677950946847e-16,0.09515365068818071
hpmcounter5,replay,test_seed_16,1.3182643617156067,-0.0030044424093250994,-5.127627990021341e-16,0.12806111238771073
hpmcounter5,replay,test_seed_17,-0.8211455211703559,0.0010560494942895757,2.395945221527829e-16,0.0920977819439068
hpmcounter5,replay,test_seed_18,-0.19440104218374538,-0.0017641777041429386,-1.0835166288437954e-16,0.0650170364765898
hpmcounter5,replay,test_seed_19,0.531657661371109,0.0003214413281831145,-6.104319035739692e-18,0.10260856777350535
hpmcounter5,replay,test_seed_2,-1.1258045283613667,-0.002261102530781455,3.3573754696568306e-17,0.07984181438325057
hpmcounter5,replay,test_seed_20,-0.9552310414997476,-0.000388061991846074,4.189088938276364e-16,0.05143713120719839
hpmcounter5,replay,test_seed_3,-0.011575602067475509,-0.001788237360412759,-1.278091798107998e-16,0.060526647238596146
